"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009060","aerobic respiration","86/3836","200/18986",0.43,2.12825338894682,8.07128660598093,1.68144291807619e-13,9.63313933610556e-11,7.27928015442743e-11,"ACO2/ADSL/CAT/CCNB1/CHCHD10/CHCHD2/COL6A1/COQ9/COX4I1/COX5A/COX5B/COX6A1/COX6B1/COX6C/COX7A1/COX7B/COX7C/CS/CYC1/CYCS/DGUOK/DLD/DNAJC30/FH/GHITM/IDH3A/IDH3B/IDH3G/MDH1/MDH2/ME3/MSH2/MTFR1L/NDUFA1/NDUFA10/NDUFA11/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFAF1/NDUFB10/NDUFB11/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFS1/NDUFS2/NDUFS3/NDUFS6/NDUFS7/NDUFV1/NDUFV2/NDUFV3/NNT/NUPR1/OXA1L/PARK7/PDHA1/PDHB/PINK1/SDHA/SDHB/SIRT3/SLC25A14/SLC25A23/SNCA/STOML2/SUCLA2/TEFM/TMEM135/UQCR10/UQCRC1/UQCRC2/UQCRFS1/UQCRQ/VCP",86
"GO:0022904","respiratory electron transport chain","62/3836","125/18986",0.496,2.45491553701773,8.21199571837582,1.86996428375357e-13,9.82042909684583e-11,7.4208056313168e-11,"CCNB1/CHCHD2/COQ9/COX4I1/COX5A/COX5B/COX6A1/COX6B1/COX6C/COX7A1/COX7B/COX7C/CYC1/CYCS/DGUOK/DLD/ETFA/ETFB/GHITM/HCCS/MDH1/MDH2/NDUFA1/NDUFA10/NDUFA12/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFAF1/NDUFB10/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFS1/NDUFS2/NDUFS3/NDUFS6/NDUFS7/NDUFV1/NDUFV2/NDUFV3/PARK7/PINK1/SCO2/SDHA/SDHB/SLC25A12/SLC25A18/SNCA/UQCR10/UQCRC1/UQCRC2/UQCRFS1/UQCRQ",62
"GO:1903829","positive regulation of protein localization","169/3836","497/18986",0.340040241448692,1.68300417730575,7.7639570921864,2.28607362203434e-13,1.10821815123542e-10,8.37424863650473e-11,"ABCC8/ABHD17B/ACSL3/AKAP5/AMOTL2/ANK3/ANP32B/ARIH2/ASPH/ATP13A2/ATP2B4/ATP2C1/BAG3/BCAP31/BICD1/C2CD5/CACNB4/CAMK1/CCDC88A/CCT2/CCT4/CCT5/CCT6A/CCT7/CCT8/CDC42/CDK5/CDK5R1/CEP290/CHP1/CHRM1/CHRM3/CLIP3/CNST/CREBBP/CRH/CSNK2A2/CTDSPL2/CYLD/DLG1/DMAP1/DNM1L/DTX3L/DVL1/DYNLL1/ECT2/EFCAB7/EGFR/EP300/EPB41/ERBB4/FBXW7/FERMT2/FRMD4A/FYN/GLI3/GLIS2/GNAI1/GPD1L/GPER1/GPLD1/GPSM2/GSK3B/HCLS1/HPCA/HSP90AB1/HUWE1/ICE1/IER3IP1/IGF1/IPO5/IPO7/IRS2/ITGB1/ITGB1BP1/ITGB2/ITPR1/JAK1/KAT7/KCNB1/LAMTOR5/LGALS3/LIMK2/LRP4/MAPK8/MAPT/MICALL2/MPC2/MSN/MTCL1/MYH10/MYO1C/NMT1/NNAT/NPEPPS/NRXN1/NUMA1/OAZ1/OAZ2/P2RX7/PARK7/PARP9/PCM1/PCNT/PCSK1/PDCD10/PECAM1/PFKM/PGRMC1/PINK1/PLCB1/PPIA/PPID/PPM1A/PPP3CB/PRKAR1A/PRKCB/PRKCE/PRKCZ/PRNP/RAN/RAPGEF3/RBP4/RER1/RHOU/RTN4/RUFY3/SFN/SIRT3/SLC5A3/SNAP25/SNCA/SORBS1/SORL1/SPTBN1/SQSTM1/SREBF2/STK11/STOM/SYBU/SYTL4/TCF7L2/TFRC/TGFB2/TLR2/TM7SF3/TMED10/TMEM30A/TMEM97/TRAPPC12/TRIM8/TSG101/TYROBP/UBE2D3/UBE2L3/UBL5/UNC13B/USP36/VAMP2/VPS28/VPS35/VRK1/VSNL1/WWTR1/XBP1/YAP1/ZDHHC2/ZFAND1/ZIC1",169
"GO:0051650","establishment of vesicle localization","87/3836","205/18986",0.424390243902439,2.10048831353798,7.97152280273037,2.99683059445955e-13,1.34900188616315e-10,1.01937305333346e-10,"AP3B2/AP3M2/AP3S1/ARL6/ATP13A2/ATP9A/BBS7/BLOC1S2/BLOC1S6/CADPS/CADPS2/CDK5/CHMP2A/CLASP2/COPS5/CTNNB1/CUL3/DCTN2/DNM1/DNM3/DTNBP1/DYNC1I1/EXOC1/EXOC2/EXOC3/EXOC6/EXOC6B/EXOC7/EXOC8/FYCO1/HTT/KIF13A/KIF13B/KIF1B/KIF1C/KIF3A/KIF3B/KIFAP3/LIMK2/LIN7A/LIN7B/LIN7C/LRRK2/MAP2/MKKS/MYO1C/MYO5A/NDE1/NDEL1/PAFAH1B1/PDCD6IP/PEF1/PINK1/PPFIA2/PRKCZ/RAB11A/RAB1A/SAR1A/SCRIB/SHROOM2/SNAP25/SNAP29/SNAP91/SNCA/SPG11/STAM/STARD3NL/STK11/STXBP1/SYBU/SYNJ1/SYT4/TCIRG1/TMED10/TOR1A/TRAK1/TRAPPC10/TRAPPC12/TRAPPC2L/TRAPPC3/TRAPPC5/TRAPPC6B/TSG101/UNC13A/UNC13B/WASL/WDR11",87
"GO:0140238","presynaptic endocytosis","46/3836","82/18986",0.560975609756098,2.77650754088354,8.11213950718705,8.30771566735421e-13,3.4352707010803e-10,2.59586174008039e-10,"AAK1/ACTB/AMPH/AP2A1/AP2A2/AP2B1/AP2M1/AP2S1/AP3B2/AP3M2/AP3S1/ARPC3/ATP8A1/BIN1/CALM1/CANX/CDK5/CLTA/CLTB/CTBP1/DNAJC6/DNM1/DNM3/ITSN1/LRRK2/MYLK/NLGN4Y/PACSIN1/PARK7/PPP3CB/RAB27B/ROCK1/SCRIB/SGIP1/SH3GL2/SH3GL3/SLC17A7/SNAP91/SNCA/SNCB/STON2/STX1A/SYNJ1/SYNJ2/TOR1A/VAMP2",46
"GO:0042063","gliogenesis","129/3836","355/18986",0.363380281690141,1.79852399065928,7.64226944598955,8.72172821600837e-13,3.4352707010803e-10,2.59586174008039e-10,"ABCA2/ABCC8/ABL1/APCDD1/ARHGEF10/ASCL1/ATP1B2/B4GALT6/BIN1/C1QA/C5AR1/CDH2/CDK5/CDK5R1/CDK5R2/CDK6/CDKN2C/CERS6/CHRM1/CLU/CNTN1/COL6A1/CSK/CSPG4/CSPG5/CTNNB1/CX3CL1/CX3CR1/CXCR4/DAAM2/DAB1/DICER1/DLL1/DLX1/DRD1/EGFR/EIF2B1/EIF2B3/EPHA4/ERBB3/FGF2/GAP43/GFAP/GLI3/GPM6B/GPR37L1/HDAC1/HES1/HEXB/ID2/ID4/IFNGR1/IL6ST/ITGB4/KCNJ10/KLF15/LAMB1/LAMB2/LEF1/LPAR1/MAP2K1/MAPK1/MAPT/MBOAT7/METRN/MIOS/MOBP/MTOR/MXRA8/MYRF/NCAN/NDN/NDRG1/NDUFS2/NFIA/NFIB/NKX2-2/NOTCH1/NR2E1/NR3C1/NTRK2/OLIG1/ORC3/P2RY12/PAFAH1B1/PARD3/PAX6/PENK/PFKFB3/PLP1/POU3F2/PPP3R1/PRMT5/PTN/PTPRZ1/QKI/RELA/RHEB/RTN4/S100A8/S100A9/SCRIB/SERPINE2/SIRT2/SKI/SLC25A46/SLC7A5/SLC8A3/SOCS7/SOD1/SOX10/SOX2/SOX6/SOX8/SOX9/SRGAP2/SRSF1/STAT3/TGFB2/TIAM1/TLR2/TPPP/VCAN/VIM/VPS13A/WDR1/WDR47/ZEB2/ZNF365",129
"GO:0007005","mitochondrion organization","155/3836","452/18986",0.342920353982301,1.69725908256203,7.54948109237729,1.06399245070002e-12,3.94428260253618e-10,2.98049649966989e-10,"AFG3L2/AGK/AGTPBP1/AKT3/ALKBH7/APOO/ARMC1/ATG3/ATP13A2/ATPAF1/BCL2/BCS1L/BLOC1S2/CAMK2A/CCAR2/CHCHD10/CHCHD2/CHCHD6/CHCHD7/CLU/COA1/COA3/COL6A1/COX18/COX7A1/DCN/DDHD2/DNAJA3/DNM1L/ENDOG/EP300/EPAS1/ERBB4/FAM162A/FASTKD3/FIS1/FUNDC1/GDAP1/GGCT/GHITM/GPER1/GSK3B/HGF/HIGD1A/HIGD1B/HIP1R/HRK/HSPA9/HUWE1/IFI6/IGF1/IMMT/LETMD1/LIPA/LMNA/LRRK2/MAPT/MARCKS/MCL1/MFF/MFN1/MICU1/MLLT11/MOAP1/MPV17/MTCH2/MTFR1L/MTX2/MTX3/NDUFA1/NDUFA10/NDUFA11/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFAB1/NDUFAF1/NDUFAF4/NDUFAF5/NDUFB10/NDUFB11/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFS1/NDUFS2/NDUFS3/NDUFS7/NOA1/NPTX1/OPA1/OXA1L/P2RX7/PARK7/PARL/PHB2/PID1/PINK1/POLDIP2/PPM1K/PRDX3/PRELID1/PSMD10/PTCD2/RALBP1/RAP1GDS1/ROMO1/SAMM50/SCO2/SFN/SLC25A36/SLC25A4/SLC25A46/SLC25A5/SLC25A6/SLC30A9/SLIRP/SNCA/SQSTM1/SSBP1/STOML2/SUPV3L1/TFRC/TIMM10/TIMM21/TIMM50/TIMM8A/TIMM8B/TIMM9/TMEM126A/TMEM126B/TMEM135/TMEM14A/TMEM242/TMEM70/TOMM20/TOMM22/TRAK1/TRIAP1/TTC19/UQCRFS1/VDAC2/VPS13A/VPS13C/VPS35/WASF1/YME1L1/ZDHHC6",155
"GO:0050803","regulation of synapse structure or activity","118/3836","318/18986",0.371069182389937,1.83657963943049,7.57025028135976,1.64563976704911e-12,5.76156767330194e-10,4.35372766440361e-10,"ABHD17B/ABL1/AMIGO1/ARF4/BDNF/CACNA2D3/CAMK1/CAMK2B/CAMKV/CAP2/CAPRIN1/CAPRIN2/CASKIN1/CBLN2/CDC42/CDH2/CDH8/CDK5/CDK5R1/CHD4/CHMP2B/CLSTN2/CTNNB1/CUX2/CYFIP2/DAB1/DCLK1/DHX36/DLGAP4/DNM3/DTNBP1/DVL1/EFNA1/EFNA5/EFNB3/ELMO1/EPHA4/FGFR1/FLRT3/FRMPD4/FYN/GPM6A/GPR158/HOMER1/ITGB1/LATS1/LHFPL4/LIN7A/LIN7B/LIN7C/LRFN5/LRP4/LRRK2/LRRTM1/MAP1B/MARK1/MEF2C/NAE1/NEFL/NEGR1/NFATC4/NGEF/NRCAM/NRXN1/NTRK2/OGT/PAFAH1B1/PAK3/PCDH8/PDLIM5/PLXNC1/PPFIA2/PPT1/PRICKLE1/PRMT8/PRNP/PTPN13/PTPRO/PTPRT/RHOB/ROBO2/ROCK1/RPS6KA5/RTN4/RTN4R/SEMA3F/SEMA4C/SHANK2/SIPA1L1/SLC12A5/SLC17A6/SLC17A7/SLC7A11/SLITRK1/SLITRK3/SLITRK4/SLITRK5/SNAP25/SNCA/SPARCL1/SRCIN1/SRGAP2/STAU2/SYBU/SYNDIG1/THBS2/TIAM1/TLR2/TRIM47/TUBB/UBE3A/UBE3B/VCP/VLDLR/VPS35/WASL/YWHAZ/ZDHHC17",118
"GO:0010506","regulation of autophagy","133/3836","373/18986",0.35656836461126,1.76480890784916,7.50649929925261,1.8876300964721e-12,6.26097098314063e-10,4.73110169331845e-10,"ABL1/ABL2/ATF6/ATG101/ATG16L1/ATG5/ATP13A2/ATP6V0A1/ATP6V0B/ATP6V0C/ATP6V0D1/ATP6V0E1/ATP6V1A/ATP6V1B2/ATP6V1C1/ATP6V1D/ATP6V1E1/ATP6V1G1/ATP6V1H/BAG3/BCL2/C9orf72/CALCOCO2/CAMKK2/CAPN1/CAPNS1/CDC37/CDK5/CDK5R1/CHMP4B/CISD1/CISD2/CSNK2A2/CTTN/DCN/DNM1L/EEF1A2/EIF2AK1/ENDOG/EP300/EXOC1/EXOC7/EXOC8/FBXL2/FBXO7/FBXW7/FEZ2/FLCN/FOXK2/FOXO1/FYCO1/GAPDH/GFAP/GPSM1/GSK3B/HAX1/HERC1/HGF/HMOX1/HSPB1/HSPB8/HTT/HUWE1/IFI16/ITPR1/LRRK2/LYPLA1/MAPK8/MAPT/MCL1/MET/MOAP1/MTCL1/MTMR4/MTOR/NPRL2/NUPR1/OPTN/OSBPL7/PARK7/PARL/PIK3C2A/PIK3CB/PIK3R4/PINK1/PIP4K2B/PLK2/POLDIP2/PSAP/RAB39B/RALB/RHEB/RNF41/ROCK1/RRAGA/RRAGB/RRAGC/SCFD1/SEC22B/SIRT2/SLC25A4/SLC25A5/SLC7A5/SNCA/SNX30/SNX4/SNX7/SQSTM1/SREBF2/STAT3/STK11/SVIP/TAB3/TBK1/TFEB/TMEM59/TP53INP1/TRIM22/TRIM23/TRIM32/TRIM38/TRIM8/UBQLN1/UBQLN4/UCHL1/ULK2/USP36/VDAC1/VPS13C/VPS26B/VPS35/WNK1/XBP1",133
"GO:0048488","synaptic vesicle endocytosis","44/3836","78/18986",0.564102564102564,2.79198417154622,7.97989096572433,2.00173113613192e-12,6.30745480995169e-10,4.76622718940043e-10,"ACTB/AMPH/AP2A1/AP2A2/AP2B1/AP2M1/AP2S1/AP3B2/AP3M2/AP3S1/ARPC3/ATP8A1/BIN1/CANX/CDK5/CLTA/CLTB/CTBP1/DNAJC6/DNM1/DNM3/ITSN1/LRRK2/MYLK/NLGN4Y/PACSIN1/PARK7/PPP3CB/RAB27B/ROCK1/SCRIB/SGIP1/SH3GL2/SH3GL3/SLC17A7/SNAP91/SNCA/SNCB/STON2/STX1A/SYNJ1/SYNJ2/TOR1A/VAMP2",44
"GO:0006091","generation of precursor metabolites and energy","164/3836","490/18986",0.33469387755102,1.65654274222723,7.40901407785118,2.29367234488178e-12,6.86901085215695e-10,5.19056692030234e-10,"ACACB/ACAT1/ACO2/ACSS3/ADSL/ALDOA/ALDOC/ATG2B/ATG3/BPGM/CAT/CCNB1/CHCHD10/CHCHD2/CISD1/COL6A1/COQ9/COX4I1/COX5A/COX5B/COX6A1/COX6B1/COX6C/COX7A1/COX7B/COX7C/CROT/CS/CYB561/CYC1/CYCS/DDIT4/DGUOK/DLD/DNAJC30/EIF6/ENO2/EP300/EPM2AIP1/ETFA/ETFB/FH/FLCN/FOXK2/GABARAPL1/GAPDH/GFPT1/GHITM/GNPDA1/GSK3B/GYG1/HCCS/HDAC4/HK1/HMGCLL1/HTR2A/IDH3A/IDH3B/IDH3G/IGF1/IL6ST/IRS2/KAT2B/LDHA/LIPA/MDH1/MDH2/ME3/MRAP2/MSH2/MTFR1L/MTOR/NDUFA1/NDUFA10/NDUFA11/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFAF1/NDUFB10/NDUFB11/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFS1/NDUFS2/NDUFS3/NDUFS6/NDUFS7/NDUFV1/NDUFV2/NDUFV3/NFATC4/NNT/NUPR1/OGT/OPN3/OXA1L/OXCT1/P2RX7/PARK7/PDHA1/PDHB/PFKFB3/PFKM/PFKP/PGD/PGK1/PHB2/PHKB/PID1/PINK1/PKM/PPARA/PPARD/PPP1CA/PPP1CB/PPP1R2/PPP2CA/PRDM16/PRELID1/PRPS2/PTGES3/SCO2/SDHA/SDHB/SIRT3/SLC25A12/SLC25A14/SLC25A18/SLC25A23/SLC25A4/SLC4A4/SNCA/SORBS1/STAT3/STOML2/SUCLA2/TALDO1/TEFM/TMEM135/TPI1/TRAP1/TYRP1/UCHL1/UGP2/UQCR10/UQCRC1/UQCRC2/UQCRFS1/UQCRQ/VCP/ZBTB20/ZBTB7A",164
"GO:0045333","cellular respiration","98/3836","249/18986",0.393574297188755,1.94796705068449,7.57671883302621,2.39794095124489e-12,6.86901085215695e-10,5.19056692030234e-10,"ACO2/ADSL/CAT/CCNB1/CHCHD10/CHCHD2/CISD1/COL6A1/COQ9/COX4I1/COX5A/COX5B/COX6A1/COX6B1/COX6C/COX7A1/COX7B/COX7C/CS/CYC1/CYCS/DGUOK/DLD/DNAJC30/ETFA/ETFB/FH/GHITM/HCCS/IDH3A/IDH3B/IDH3G/MDH1/MDH2/ME3/MSH2/MTFR1L/NDUFA1/NDUFA10/NDUFA11/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFAF1/NDUFB10/NDUFB11/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFS1/NDUFS2/NDUFS3/NDUFS6/NDUFS7/NDUFV1/NDUFV2/NDUFV3/NFATC4/NNT/NUPR1/OPN3/OXA1L/PARK7/PDHA1/PDHB/PINK1/PRDM16/PRELID1/SCO2/SDHA/SDHB/SIRT3/SLC25A12/SLC25A14/SLC25A18/SLC25A23/SNCA/STOML2/SUCLA2/TEFM/TMEM135/TRAP1/UQCR10/UQCRC1/UQCRC2/UQCRFS1/UQCRQ/VCP",98
"GO:0031329","regulation of cellular catabolic process","159/3836","472/18986",0.336864406779661,1.66728561707994,7.3870479350612,2.78191421608518e-12,7.44491011858632e-10,5.62574510622935e-10,"ABCA2/ABL1/ABL2/ACACB/ANXA2/APOC1/ATF6/ATG101/ATG16L1/ATG5/ATP13A2/ATP2B4/ATP6V0A1/ATP6V0B/ATP6V0C/ATP6V0D1/ATP6V0E1/ATP6V1A/ATP6V1B2/ATP6V1C1/ATP6V1D/ATP6V1E1/ATP6V1G1/ATP6V1H/BAG3/BCL2/C9orf72/CALCOCO2/CAMKK2/CAPN1/CAPNS1/CDC37/CDK5/CDK5R1/CHMP4B/CISD1/CISD2/CNR1/CSNK2A2/CTTN/DCN/DNM1L/DTX3L/EEF1A2/EIF2AK1/ENDOG/EP300/EXOC1/EXOC7/EXOC8/FBXL2/FBXO7/FBXW7/FEZ2/FLCN/FOXK2/FOXO1/FYCO1/GAPDH/GFAP/GPLD1/GPSM1/GSK3B/HAX1/HERC1/HGF/HMOX1/HSPB1/HSPB8/HTR2A/HTT/HUWE1/IFI16/IGF1/IRS2/ITPR1/KAT2B/LAPTM5/LRRK2/LYPLA1/MAPK8/MAPT/MCL1/MET/MOAP1/MTCL1/MTMR2/MTMR4/MTOR/MYLIP/NNT/NPRL2/NUPR1/OPTN/OSBPL7/P2RX7/PARK7/PARL/PIK3C2A/PIK3CB/PIK3R4/PINK1/PIP4K2B/PLK2/POLDIP2/PPARA/PSAP/PTPN3/RAB39B/RALB/RGMA/RHEB/RNF41/ROCK1/RRAGA/RRAGB/RRAGC/SCFD1/SEC22B/SIRT2/SLC25A4/SLC25A5/SLC4A4/SLC7A5/SNCA/SNX30/SNX4/SNX7/SORL1/SQSTM1/SREBF2/STAT3/STK11/SVIP/TAB3/TBK1/TFEB/TIMP1/TIMP2/TMEM59/TP53INP1/TRIM22/TRIM23/TRIM32/TRIM38/TRIM8/TSPAN5/UBQLN1/UBQLN4/UCHL1/ULK2/USP36/VDAC1/VPS13C/VPS26B/VPS35/WNK1/XBP1/ZBTB20",159
"GO:0010001","glial cell differentiation","103/3836","267/18986",0.385767790262172,1.90932931853952,7.52963260189784,2.8352561543331e-12,7.44491011858632e-10,5.62574510622935e-10,"ABCA2/ABL1/ARHGEF10/ASCL1/B4GALT6/BIN1/C1QA/C5AR1/CDH2/CDK5/CDK6/CDKN2C/CERS6/CLU/CNTN1/COL6A1/CSK/CSPG5/CTNNB1/CXCR4/DAAM2/DAB1/DICER1/DLL1/DLX1/DRD1/EGFR/EIF2B1/EIF2B3/EPHA4/ERBB3/FGF2/GAP43/GFAP/GLI3/GPM6B/GPR37L1/HDAC1/HES1/ID2/ID4/IFNGR1/IL6ST/ITGB4/KCNJ10/KLF15/LAMB2/LEF1/LPAR1/MAP2K1/MAPK1/MAPT/METRN/MIOS/MOBP/MTOR/MXRA8/MYRF/NCAN/NDRG1/NFIA/NFIB/NKX2-2/NOTCH1/NR2E1/NR3C1/NTRK2/OLIG1/PARD3/PAX6/PFKFB3/PLP1/POU3F2/PPP3R1/PRMT5/PTN/PTPRZ1/QKI/RELA/RHEB/S100A8/S100A9/SERPINE2/SIRT2/SKI/SLC25A46/SLC8A3/SOD1/SOX10/SOX2/SOX6/SOX8/SOX9/SRSF1/STAT3/TLR2/TPPP/VCAN/VIM/VPS13A/WDR1/ZEB2/ZNF365",103
"GO:0019646","aerobic electron transport chain","49/3836","93/18986",0.526881720430108,2.60776234204537,7.82079942039283,3.56805562035647e-12,8.9943546077946e-10,6.79658257957587e-10,"COQ9/COX4I1/COX5A/COX5B/COX6A1/COX6B1/COX6C/COX7A1/COX7B/COX7C/CYC1/CYCS/DLD/NDUFA1/NDUFA10/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFAF1/NDUFB10/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFS1/NDUFS2/NDUFS3/NDUFS6/NDUFS7/NDUFV1/NDUFV2/NDUFV3/PARK7/PINK1/SDHA/SDHB/SNCA/UQCR10/UQCRC1/UQCRC2/UQCRFS1/UQCRQ",49
"GO:0022900","electron transport chain","63/3836","135/18986",0.466666666666667,2.30973236009732,7.6845869518164,3.8416145250463e-12,9.31148259109299e-10,7.03622028797953e-10,"CCNB1/CHCHD2/COQ9/COX4I1/COX5A/COX5B/COX6A1/COX6B1/COX6C/COX7A1/COX7B/COX7C/CYB561/CYC1/CYCS/DGUOK/DLD/ETFA/ETFB/GHITM/HCCS/MDH1/MDH2/NDUFA1/NDUFA10/NDUFA12/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFAF1/NDUFB10/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFS1/NDUFS2/NDUFS3/NDUFS6/NDUFS7/NDUFV1/NDUFV2/NDUFV3/PARK7/PINK1/SCO2/SDHA/SDHB/SLC25A12/SLC25A18/SNCA/UQCR10/UQCRC1/UQCRC2/UQCRFS1/UQCRQ",63
"GO:1990778","protein localization to cell periphery","128/3836","362/18986",0.353591160220994,1.75007345358598,7.25036520267293,9.54946631355497e-12,2.22891617437124e-09,1.68428014044923e-09,"ABCA2/ACSL3/ACTB/ACTN2/AKAP5/ANK2/ANK3/AP2M1/APPL1/ARL6IP5/ATP1B1/ATP2B4/ATP2C1/ATP6AP1/BAG4/C2CD5/CACNB2/CACNG3/CAMK2A/CAMK2B/CAMK2D/CAV1/CCDC88A/CDH2/CDK5/CLASP2/CLIP3/CLTC/CNST/CPLX1/CSK/DCHS1/DLG1/DPP6/EFCAB7/EFR3B/EGFR/EHD2/EHD3/EMP2/EPB41/EPB41L3/ERBB4/FGF13/FLOT1/FRMD8/GABARAP/GGA3/GNAI1/GPER1/GPR158/GPSM2/GRIN2A/IKBKB/ITGB1/ITGB1BP1/KCNB1/KCNB2/KCNIP4/KIF13A/LAMA5/LGALS3/LGI1/LHFPL4/LRRC7/LYPLA1/MACF1/MRAP2/MYADM/MYO5A/NETO1/NETO2/NGDN/NPTX1/NRXN1/NSF/NSG1/NUMA1/OGT/OLFM1/OPTN/PACS2/PACSIN1/PGRMC1/PID1/PPFIA1/PREPL/PRKCE/PRKCZ/PRNP/PRPH2/PSMD10/PTCH1/RAB11A/RAB11FIP3/RAB13/RAB31/RABEP1/RAP1A/RER1/RHOQ/ROCK1/SCN3B/SCRIB/SFN/SLC1A1/SNCA/SORBS1/SORL1/SPTBN1/SQSTM1/STX8/STXBP1/TMEM59/TNFRSF1A/TNIK/TSPAN5/TTC8/TUB/VAMP2/VAMP8/VPS26B/VPS35/WNK1/ZDHHC2/ZDHHC23/ZDHHC3/ZDHHC4",128
"GO:0032984","protein-containing complex disassembly","99/3836","258/18986",0.383720930232558,1.89919853529597,7.31742074031717,1.07678471536541e-11,2.42353474151172e-09,1.83134362868914e-09,"ABCE1/ACTN2/ADD1/ADD2/ADD3/APEH/ARHGEF2/ASPH/ATG5/ATP2A2/CALCOCO2/CALM1/CAPZA2/CCSAP/CFL2/CHMP1B/CHMP2A/CHMP2B/CHMP4B/CHMP5/CKAP5/CLASP2/CLTC/DDIT4/DNAJC6/DSTN/EIF5A2/EPG5/EPS8/ETF1/FGF13/FYCO1/GABARAP/GABARAPL1/GABARAPL2/GAS2L1/GFM2/GSK3B/GSN/GSPT1/GSPT2/IGF1R/IRAK3/KATNB1/KIF21A/KLC1/LAMP2/LIMA1/MAP1B/MAP1LC3B/MAP1S/MICAL2/MICAL3/MID1/MID1IP1/NAPA/NAPB/NAV3/NES/NSF/OGFOD1/PIK3R4/SCAF4/SCIN/SETX/SH3GL2/SH3GL3/SLN/SMARCA4/SMARCC1/SMARCC2/SMARCE1/SNAP29/SNX14/SPTAN1/SPTBN1/STMN1/STMN2/STMN3/STMN4/SUPT16H/SVIL/SWAP70/SYNJ1/TAOK1/TMOD1/TRIOBP/TSG101/TTBK2/TWF1/UBQLN1/UBQLN4/VAMP8/VCP/VTA1/WDR1/WDR47/WNK1/ZFAND1",99
"GO:0050807","regulation of synapse organization","114/3836","312/18986",0.365384615384615,1.80844429293334,7.24514368705418,1.23153766364615e-11,2.67625874355104e-09,2.02231447925052e-09,"ABHD17B/ABL1/AMIGO1/ARF4/BDNF/CACNA2D3/CAMK1/CAMK2B/CAMKV/CAP2/CAPRIN1/CAPRIN2/CASKIN1/CBLN2/CDC42/CDH2/CDH8/CDK5/CDK5R1/CHD4/CHMP2B/CLSTN2/CTNNB1/CUX2/CYFIP2/DAB1/DCLK1/DHX36/DLGAP4/DNM3/DTNBP1/DVL1/EFNA1/EFNA5/EFNB3/ELMO1/EPHA4/FGFR1/FLRT3/FRMPD4/FYN/GPM6A/GPR158/HOMER1/ITGB1/LATS1/LHFPL4/LIN7A/LIN7B/LIN7C/LRFN5/LRP4/LRRK2/LRRTM1/MAP1B/MARK1/MEF2C/NAE1/NEFL/NEGR1/NFATC4/NGEF/NRCAM/NRXN1/NTRK2/OGT/PAFAH1B1/PAK3/PCDH8/PDLIM5/PLXNC1/PPFIA2/PRICKLE1/PRMT8/PRNP/PTPN13/PTPRO/PTPRT/RHOB/ROBO2/ROCK1/RPS6KA5/RTN4/RTN4R/SEMA3F/SEMA4C/SHANK2/SIPA1L1/SLC12A5/SLC7A11/SLITRK1/SLITRK3/SLITRK4/SLITRK5/SNAP25/SNCA/SPARCL1/SRCIN1/SRGAP2/STAU2/SYNDIG1/THBS2/TIAM1/TLR2/TRIM47/TUBB/UBE3A/UBE3B/VCP/VLDLR/VPS35/WASL/YWHAZ/ZDHHC17",114
